Date/Time,Event,Session ID,Temp,Humidity,Methane - 12 bit ADC
"March 11, 2021 at 06:36PM",ece477,101095,76.4829F,75.80%,706
"March 11, 2021 at 06:36PM",ece477,101096,76.4829F,75.92%,709
"March 11, 2021 at 06:36PM",ece477,101097,76.41888F,75.87%,714
"March 11, 2021 at 06:36PM",ece477,101098,76.4829F,75.76%,714
"March 11, 2021 at 06:36PM",ece477,101099,76.51491F,75.82%,711
"March 11, 2021 at 06:36PM",ece477,101100,76.41888F,75.86%,711
"March 11, 2021 at 06:36PM",ece477,101101,76.41888F,75.94%,710
"March 11, 2021 at 06:36PM",ece477,101102,76.4829F,75.86%,713
"March 11, 2021 at 06:37PM",ece477,101103,76.45089F,75.91%,711
"March 11, 2021 at 06:37PM",ece477,101104,76.45089F,75.77%,720
"March 11, 2021 at 06:37PM",ece477,101105,76.41888F,75.98%,717
"March 11, 2021 at 06:37PM",ece477,101106,76.4829F,75.95%,712
"March 11, 2021 at 06:37PM",ece477,101107,76.41888F,75.97%,717
"March 11, 2021 at 06:37PM",ece477,101108,76.38687F,75.87%,718
"March 11, 2021 at 06:37PM",ece477,101109,76.41888F,75.97%,714
"March 11, 2021 at 06:37PM",ece477,101110,76.45089F,76.03%,715
"March 11, 2021 at 06:37PM",ece477,101111,76.41888F,76.05%,718
"March 11, 2021 at 06:37PM",ece477,101112,76.45089F,75.94%,708
"March 11, 2021 at 06:38PM",ece477,101113,76.41888F,75.93%,717
"March 11, 2021 at 06:38PM",ece477,101114,76.38687F,75.98%,704
"March 11, 2021 at 06:38PM",ece477,101115,76.38687F,75.91%,713
"March 11, 2021 at 06:38PM",ece477,101116,76.35486F,76.00%,715
"March 11, 2021 at 06:38PM",ece477,101117,76.38687F,75.98%,710
"March 11, 2021 at 06:38PM",ece477,101118,76.38687F,75.90%,720
"March 11, 2021 at 06:38PM",ece477,101119,76.35486F,76.13%,720
"March 11, 2021 at 06:38PM",ece477,101120,76.35486F,76.11%,715
"March 11, 2021 at 06:38PM",ece477,101121,76.32285F,76.01%,719
"March 11, 2021 at 06:38PM",ece477,101122,76.38687F,76.09%,720
"March 11, 2021 at 06:39PM",ece477,101123,76.35486F,76.00%,716
"March 11, 2021 at 06:39PM",ece477,101124,76.38687F,76.09%,707
"March 11, 2021 at 06:39PM",ece477,101125,76.35486F,76.06%,716
"March 11, 2021 at 06:39PM",ece477,101126,76.29083F,76.16%,720
"March 11, 2021 at 06:39PM",ece477,101127,76.35486F,76.05%,707
"March 11, 2021 at 06:39PM",ece477,101128,76.35486F,76.16%,716
"March 11, 2021 at 06:39PM",ece477,101129,76.35486F,76.09%,714
"March 11, 2021 at 06:39PM",ece477,101130,76.38687F,76.07%,717
"March 11, 2021 at 06:39PM",ece477,101131,76.29083F,75.93%,717
"March 11, 2021 at 06:39PM",ece477,101132,76.32285F,76.00%,711
"March 11, 2021 at 06:40PM",ece477,101133,76.25883F,76.14%,706
"March 11, 2021 at 06:40PM",ece477,101134,76.22682F,76.18%,715
"March 11, 2021 at 06:40PM",ece477,101135,76.29083F,76.13%,719
"March 11, 2021 at 06:40PM",ece477,101136,76.25883F,76.07%,713
"March 11, 2021 at 06:40PM",ece477,101137,76.29083F,76.02%,717
"March 11, 2021 at 06:40PM",ece477,101138,76.25883F,76.23%,720
"March 11, 2021 at 06:40PM",ece477,101139,76.22682F,76.19%,704
"March 11, 2021 at 06:40PM",ece477,101140,76.25883F,76.11%,704
"March 11, 2021 at 06:40PM",ece477,101141,76.22682F,76.15%,703
"March 11, 2021 at 06:40PM",ece477,101142,76.16279F,76.07%,705
"March 11, 2021 at 06:41PM",ece477,101143,76.1948F,76.25%,703
"March 11, 2021 at 06:41PM",ece477,101144,76.09877F,76.05%,705
"March 11, 2021 at 06:41PM",ece477,101145,76.13079F,76.17%,704
"March 11, 2021 at 06:41PM",ece477,101146,76.13079F,76.05%,703
"March 11, 2021 at 06:41PM",ece477,101147,76.03475F,76.22%,703
"March 11, 2021 at 06:41PM",ece477,101148,76.06676F,76.16%,711
"March 11, 2021 at 06:41PM",ece477,101149,76.06676F,76.10%,705
"March 11, 2021 at 06:41PM",ece477,101150,76.03475F,76.02%,713
"March 11, 2021 at 06:41PM",ece477,101151,76.03475F,76.06%,705
"March 11, 2021 at 06:41PM",ece477,101152,75.97073F,76.04%,704
"March 11, 2021 at 06:42PM",ece477,101153,75.97073F,75.93%,706
"March 11, 2021 at 06:42PM",ece477,101154,75.97073F,76.02%,700
"March 11, 2021 at 06:42PM",ece477,101155,75.9067F,76.02%,702
"March 11, 2021 at 06:42PM",ece477,101156,75.93872F,76.19%,707
"March 11, 2021 at 06:42PM",ece477,101157,75.84268F,76.08%,706
"March 11, 2021 at 06:42PM",ece477,101158,75.9067F,76.06%,705
"March 11, 2021 at 06:42PM",ece477,101159,75.93872F,76.06%,704
"March 11, 2021 at 06:42PM",ece477,101160,75.93872F,76.04%,709
"March 11, 2021 at 06:42PM",ece477,101161,75.9067F,76.18%,704
"March 11, 2021 at 06:42PM",ece477,101162,75.84268F,76.13%,704
"March 11, 2021 at 06:43PM",ece477,101163,75.8747F,76.10%,700
"March 11, 2021 at 06:43PM",ece477,101164,75.8747F,76.14%,705
"March 11, 2021 at 06:43PM",ece477,101165,75.84268F,76.12%,695
"March 11, 2021 at 06:43PM",ece477,101166,75.84268F,75.92%,698
"March 11, 2021 at 06:43PM",ece477,101167,75.81067F,76.07%,707
"March 11, 2021 at 06:43PM",ece477,101168,75.84268F,76.00%,700
"March 11, 2021 at 06:43PM",ece477,101169,75.81067F,76.09%,699
"March 11, 2021 at 06:43PM",ece477,101170,75.74665F,76.09%,704
"March 11, 2021 at 06:43PM",ece477,101171,75.74665F,76.14%,708
"March 11, 2021 at 06:43PM",ece477,101172,75.77866F,76.23%,702
"March 11, 2021 at 06:44PM",ece477,101173,75.74665F,76.22%,700
"March 11, 2021 at 06:44PM",ece477,101174,75.68263F,76.14%,703
"March 11, 2021 at 06:44PM",ece477,101175,75.65061F,76.18%,693
"March 11, 2021 at 06:44PM",ece477,101176,75.61861F,76.11%,701
"March 11, 2021 at 06:44PM",ece477,101177,75.65061F,76.09%,705
"March 11, 2021 at 06:44PM",ece477,101178,75.68263F,76.06%,706
"March 11, 2021 at 06:44PM",ece477,101179,75.68263F,75.97%,705
"March 11, 2021 at 06:44PM",ece477,101180,75.65061F,76.09%,699
"March 11, 2021 at 06:44PM",ece477,101181,75.5866F,76.13%,699
"March 11, 2021 at 06:44PM",ece477,101182,75.55458F,76.01%,690
"March 11, 2021 at 06:45PM",ece477,101183,75.55458F,75.99%,689
"March 11, 2021 at 06:45PM",ece477,101184,75.52257F,76.07%,657
"March 11, 2021 at 06:45PM",ece477,101185,75.49057F,76.04%,694
"March 11, 2021 at 06:45PM",ece477,101186,75.45855F,75.98%,699
"March 11, 2021 at 06:45PM",ece477,101187,75.45855F,75.93%,697
"March 11, 2021 at 06:45PM",ece477,101188,75.49057F,76.06%,690
"March 11, 2021 at 06:45PM",ece477,101189,75.45855F,76.22%,699
"March 11, 2021 at 06:45PM",ece477,101190,75.52257F,76.13%,698
"March 11, 2021 at 06:45PM",ece477,101191,75.45855F,76.03%,697
"March 11, 2021 at 06:45PM",ece477,101192,75.39453F,76.05%,705
"March 11, 2021 at 06:46PM",ece477,101193,75.49057F,76.15%,703
"March 11, 2021 at 06:46PM",ece477,101194,75.42654F,76.14%,695
"March 11, 2021 at 06:46PM",ece477,101195,75.39453F,76.18%,703
"March 11, 2021 at 06:46PM",ece477,101196,75.45855F,76.04%,698
"March 11, 2021 at 06:46PM",ece477,101197,75.39453F,76.32%,695
"March 11, 2021 at 06:46PM",ece477,101198,75.39453F,76.20%,705
"March 11, 2021 at 06:46PM",ece477,101199,75.39453F,76.24%,701
"March 11, 2021 at 06:46PM",ece477,101200,75.42654F,76.26%,704
"March 11, 2021 at 06:46PM",ece477,101201,75.39453F,76.34%,696
"March 11, 2021 at 06:46PM",ece477,101202,75.36252F,76.10%,703
"March 11, 2021 at 06:47PM",ece477,101203,75.33051F,76.39%,691
"March 11, 2021 at 06:47PM",ece477,101204,75.36252F,76.35%,695
"March 11, 2021 at 06:47PM",ece477,101205,75.36252F,76.42%,699
"March 11, 2021 at 06:47PM",ece477,101206,75.36252F,76.28%,701
"March 11, 2021 at 06:47PM",ece477,101207,75.39453F,76.39%,701
"March 11, 2021 at 06:47PM",ece477,101208,75.39453F,76.38%,698
"March 11, 2021 at 06:47PM",ece477,101209,75.39453F,76.37%,697
"March 11, 2021 at 06:47PM",ece477,101210,75.2985F,76.38%,701
"March 11, 2021 at 06:47PM",ece477,101211,75.39453F,76.39%,699
"March 11, 2021 at 06:47PM",ece477,101212,75.39453F,76.33%,699
"March 11, 2021 at 06:48PM",ece477,101213,75.39453F,76.31%,706
"March 11, 2021 at 06:48PM",ece477,101214,75.42654F,76.47%,700
"March 11, 2021 at 06:48PM",ece477,101215,75.39453F,76.38%,693
"March 11, 2021 at 06:48PM",ece477,101216,75.36252F,76.27%,697
"March 11, 2021 at 06:48PM",ece477,101217,75.36252F,76.59%,704
"March 11, 2021 at 06:48PM",ece477,101218,75.33051F,76.50%,703
"March 11, 2021 at 06:48PM",ece477,101219,75.39453F,76.36%,699
"March 11, 2021 at 06:48PM",ece477,101220,75.36252F,76.60%,696
"March 11, 2021 at 06:48PM",ece477,101221,75.42654F,76.47%,695
"March 11, 2021 at 06:48PM",ece477,101222,75.39453F,76.51%,690
"March 11, 2021 at 06:49PM",ece477,101223,75.36252F,76.56%,705
"March 11, 2021 at 06:49PM",ece477,101224,75.39453F,76.46%,699
"March 11, 2021 at 06:49PM",ece477,101225,75.33051F,76.49%,693
"March 11, 2021 at 06:49PM",ece477,101226,75.36252F,76.63%,702
"March 11, 2021 at 06:49PM",ece477,101227,75.33051F,76.63%,703
"March 11, 2021 at 06:49PM",ece477,101228,75.36252F,76.57%,701
"March 11, 2021 at 06:49PM",ece477,101229,75.39453F,76.72%,706
"March 11, 2021 at 06:49PM",ece477,101230,75.39453F,76.71%,698
"March 11, 2021 at 06:49PM",ece477,101231,75.36252F,76.86%,706
"March 11, 2021 at 06:49PM",ece477,101232,75.42654F,76.87%,706
"March 11, 2021 at 06:50PM",ece477,101233,75.39453F,76.70%,695
"March 11, 2021 at 06:50PM",ece477,101234,75.42654F,76.64%,701
"March 11, 2021 at 06:50PM",ece477,101235,75.39453F,76.67%,699
"March 11, 2021 at 06:50PM",ece477,101236,75.33051F,76.67%,705
"March 11, 2021 at 06:50PM",ece477,101237,75.33051F,76.80%,704
"March 11, 2021 at 06:50PM",ece477,101238,75.36252F,76.71%,693
"March 11, 2021 at 06:50PM",ece477,101239,75.36252F,76.84%,709
"March 11, 2021 at 06:50PM",ece477,101240,75.36252F,76.86%,713
"March 11, 2021 at 06:50PM",ece477,101241,75.33051F,76.90%,705
"March 11, 2021 at 06:50PM",ece477,101242,75.33051F,76.73%,710
"March 11, 2021 at 06:51PM",ece477,101243,75.39453F,76.84%,701
"March 11, 2021 at 06:51PM",ece477,101244,75.36252F,76.87%,705
"March 11, 2021 at 06:51PM",ece477,101245,75.39453F,76.93%,705
"March 11, 2021 at 06:51PM",ece477,101246,75.39453F,76.82%,703
"March 11, 2021 at 06:51PM",ece477,101247,75.33051F,76.88%,704
"March 11, 2021 at 06:51PM",ece477,101248,75.39453F,76.72%,699
"March 11, 2021 at 06:51PM",ece477,101249,75.36252F,76.85%,703
"March 11, 2021 at 06:51PM",ece477,101250,75.36252F,76.85%,707
"March 11, 2021 at 06:51PM",ece477,101251,75.36252F,76.80%,698
"March 11, 2021 at 06:51PM",ece477,101252,75.36252F,76.84%,703
"March 11, 2021 at 06:52PM",ece477,101253,75.2985F,76.87%,705
"March 11, 2021 at 06:52PM",ece477,101254,75.36252F,76.90%,698
"March 11, 2021 at 06:52PM",ece477,101255,75.36252F,77.01%,703
"March 11, 2021 at 06:52PM",ece477,101256,75.36252F,76.94%,702
"March 11, 2021 at 06:52PM",ece477,101257,75.36252F,76.91%,703
"March 11, 2021 at 06:52PM",ece477,101258,75.36252F,77.00%,656
"March 11, 2021 at 06:52PM",ece477,101259,75.36252F,76.99%,704
"March 11, 2021 at 06:52PM",ece477,101260,75.39453F,76.96%,706
"March 11, 2021 at 06:52PM",ece477,101261,75.39453F,77.00%,705
"March 11, 2021 at 06:52PM",ece477,101262,75.39453F,76.89%,705
"March 11, 2021 at 06:53PM",ece477,101263,75.39453F,77.08%,713
"March 11, 2021 at 06:53PM",ece477,101264,75.42654F,77.06%,707
"March 11, 2021 at 06:53PM",ece477,101265,75.39453F,77.07%,707
"March 11, 2021 at 06:53PM",ece477,101266,75.42654F,77.01%,704
"March 11, 2021 at 06:53PM",ece477,101267,75.42654F,76.93%,719
"March 11, 2021 at 06:53PM",ece477,101268,75.49057F,77.08%,709
"March 11, 2021 at 06:53PM",ece477,101269,75.42654F,77.13%,714
"March 11, 2021 at 06:53PM",ece477,101270,75.45855F,77.11%,705
"March 11, 2021 at 06:53PM",ece477,101271,75.42654F,77.17%,695
"March 11, 2021 at 06:53PM",ece477,101272,75.49057F,77.07%,705
"March 11, 2021 at 06:54PM",ece477,101273,75.45855F,77.23%,704
"March 11, 2021 at 06:54PM",ece477,101274,75.42654F,77.28%,703
"March 11, 2021 at 06:54PM",ece477,101275,75.49057F,77.29%,712
"March 11, 2021 at 06:54PM",ece477,101276,75.42654F,77.16%,713
"March 11, 2021 at 06:54PM",ece477,101277,75.42654F,77.17%,705
"March 11, 2021 at 06:54PM",ece477,101278,75.45855F,77.21%,709
"March 11, 2021 at 06:54PM",ece477,101279,75.42654F,77.23%,714
"March 11, 2021 at 06:54PM",ece477,101280,75.49057F,77.26%,705
"March 11, 2021 at 06:54PM",ece477,101281,75.45855F,77.26%,709
"March 11, 2021 at 06:54PM",ece477,101282,75.45855F,77.14%,706
"March 11, 2021 at 06:55PM",ece477,101283,75.45855F,77.34%,806
"March 11, 2021 at 06:55PM",ece477,101284,75.45855F,77.43%,711
"March 11, 2021 at 06:55PM",ece477,101285,75.52257F,77.22%,704
"March 11, 2021 at 06:55PM",ece477,101286,75.49057F,77.35%,707
"March 11, 2021 at 06:55PM",ece477,101287,75.45855F,77.40%,710
"March 11, 2021 at 06:55PM",ece477,101288,75.52257F,77.39%,715
"March 11, 2021 at 06:55PM",ece477,101289,75.45855F,77.32%,706
"March 11, 2021 at 06:55PM",ece477,101290,75.49057F,77.33%,706
"March 11, 2021 at 06:55PM",ece477,101291,75.45855F,77.27%,711
"March 11, 2021 at 06:55PM",ece477,101292,75.52257F,77.30%,711
"March 11, 2021 at 06:56PM",ece477,101293,75.45855F,77.32%,707
"March 11, 2021 at 06:56PM",ece477,101294,75.52257F,77.37%,706
"March 11, 2021 at 06:56PM",ece477,101295,75.49057F,77.42%,707
"March 11, 2021 at 06:56PM",ece477,101296,75.49057F,77.42%,717
"March 11, 2021 at 06:56PM",ece477,101297,75.49057F,77.45%,704
"March 11, 2021 at 06:56PM",ece477,101298,75.49057F,77.34%,710
"March 11, 2021 at 06:56PM",ece477,101299,75.49057F,77.34%,705
"March 11, 2021 at 06:56PM",ece477,101300,75.55458F,77.34%,709
"March 11, 2021 at 06:56PM",ece477,101301,75.52257F,77.44%,714
"March 11, 2021 at 06:56PM",ece477,101302,75.45855F,77.54%,717
"March 11, 2021 at 06:57PM",ece477,101303,75.45855F,77.41%,707
"March 11, 2021 at 06:57PM",ece477,101304,75.49057F,77.35%,719
"March 11, 2021 at 06:57PM",ece477,101305,75.49057F,77.53%,711
"March 11, 2021 at 06:57PM",ece477,101306,75.49057F,77.45%,709
"March 11, 2021 at 06:57PM",ece477,101307,75.45855F,77.38%,711
"March 11, 2021 at 06:57PM",ece477,101308,75.45855F,77.55%,716
"March 11, 2021 at 06:57PM",ece477,101309,75.49057F,77.45%,671
"March 11, 2021 at 06:57PM",ece477,101310,75.52257F,77.45%,711
"March 11, 2021 at 06:57PM",ece477,101311,75.49057F,77.60%,703
"March 11, 2021 at 06:57PM",ece477,101312,75.45855F,77.48%,714
"March 11, 2021 at 06:58PM",ece477,101313,75.49057F,77.52%,717
"March 11, 2021 at 06:58PM",ece477,101314,75.45855F,77.48%,704
"March 11, 2021 at 06:58PM",ece477,101315,75.45855F,77.58%,710
"March 11, 2021 at 06:58PM",ece477,101316,75.52257F,77.64%,711
"March 11, 2021 at 06:58PM",ece477,101317,75.52257F,77.50%,713
"March 11, 2021 at 06:58PM",ece477,101318,75.49057F,77.61%,705
"March 11, 2021 at 06:58PM",ece477,101319,75.49057F,77.44%,705
"March 11, 2021 at 06:58PM",ece477,101320,75.45855F,77.56%,711
"March 11, 2021 at 06:58PM",ece477,101321,75.49057F,77.49%,705
"March 11, 2021 at 06:58PM",ece477,101322,75.42654F,77.60%,706
"March 11, 2021 at 06:59PM",ece477,101323,75.45855F,77.56%,708
"March 11, 2021 at 06:59PM",ece477,101324,75.45855F,77.51%,715
"March 11, 2021 at 06:59PM",ece477,101325,75.45855F,77.57%,712
"March 11, 2021 at 06:59PM",ece477,101326,75.42654F,77.65%,703
"March 11, 2021 at 06:59PM",ece477,101327,75.45855F,77.54%,710
"March 11, 2021 at 06:59PM",ece477,101328,75.42654F,77.46%,713
"March 11, 2021 at 06:59PM",ece477,101329,75.45855F,77.66%,706
"March 11, 2021 at 06:59PM",ece477,101330,75.45855F,77.52%,713
"March 11, 2021 at 06:59PM",ece477,101331,75.42654F,77.50%,706
"March 11, 2021 at 06:59PM",ece477,101332,75.36252F,77.45%,708
"March 11, 2021 at 07:00PM",ece477,101333,75.36252F,77.51%,705
"March 11, 2021 at 07:00PM",ece477,101334,75.36252F,77.39%,707
"March 11, 2021 at 07:00PM",ece477,101335,75.33051F,77.37%,706
"March 11, 2021 at 07:00PM",ece477,101336,75.2985F,77.41%,706
"March 11, 2021 at 07:00PM",ece477,101337,75.26649F,77.43%,704
"March 11, 2021 at 07:00PM",ece477,101338,75.26649F,77.36%,709
"March 11, 2021 at 07:00PM",ece477,101339,75.23448F,77.31%,697
"March 11, 2021 at 07:00PM",ece477,101340,75.20246F,77.39%,703
"March 11, 2021 at 07:00PM",ece477,101341,75.20246F,77.42%,706
"March 11, 2021 at 07:00PM",ece477,101342,75.20246F,77.47%,705
"March 11, 2021 at 07:01PM",ece477,101343,75.23448F,77.59%,705
"March 11, 2021 at 07:01PM",ece477,101344,75.17045F,77.31%,698
"March 11, 2021 at 07:01PM",ece477,101345,75.20246F,77.41%,704
"March 11, 2021 at 07:01PM",ece477,101346,75.13844F,77.37%,699
"March 11, 2021 at 07:01PM",ece477,101347,75.17045F,77.42%,701
"March 11, 2021 at 07:01PM",ece477,101348,75.17045F,77.42%,713
"March 11, 2021 at 07:01PM",ece477,101349,75.17045F,77.37%,704
"March 11, 2021 at 07:01PM",ece477,101350,75.17045F,77.44%,706
"March 11, 2021 at 07:01PM",ece477,101351,75.10643F,77.37%,701
"March 11, 2021 at 07:01PM",ece477,101352,75.13844F,77.40%,706
"March 11, 2021 at 07:02PM",ece477,101353,75.13844F,77.33%,707
"March 11, 2021 at 07:02PM",ece477,101354,75.07442F,77.53%,697
"March 11, 2021 at 07:02PM",ece477,101355,75.04241F,77.37%,699
"March 11, 2021 at 07:02PM",ece477,101356,75.04241F,77.21%,704
"March 11, 2021 at 07:02PM",ece477,101357,74.97838F,77.27%,701
"March 11, 2021 at 07:02PM",ece477,101358,75.04241F,77.23%,786
"March 11, 2021 at 07:02PM",ece477,101359,75.0104F,77.17%,702
"March 11, 2021 at 07:02PM",ece477,101360,75.0104F,77.28%,697
"March 11, 2021 at 07:02PM",ece477,101361,74.97838F,77.28%,701
"March 11, 2021 at 07:02PM",ece477,101362,74.94637F,77.27%,701
"March 11, 2021 at 07:03PM",ece477,101363,74.97838F,77.22%,702
"March 11, 2021 at 07:03PM",ece477,101364,74.94637F,77.31%,699
"March 11, 2021 at 07:03PM",ece477,101365,74.97838F,77.31%,704
"March 11, 2021 at 07:03PM",ece477,101366,74.94637F,77.37%,693
"March 11, 2021 at 07:03PM",ece477,101367,74.94637F,77.52%,704
"March 11, 2021 at 07:03PM",ece477,101368,74.88235F,77.39%,701
"March 11, 2021 at 07:03PM",ece477,101369,74.91436F,77.51%,701
"March 11, 2021 at 07:03PM",ece477,101370,74.88235F,77.30%,705
"March 11, 2021 at 07:03PM",ece477,101371,74.85034F,77.47%,705
"March 11, 2021 at 07:03PM",ece477,101372,74.81833F,77.46%,692
"March 11, 2021 at 07:04PM",ece477,101373,74.85034F,77.38%,707
"March 11, 2021 at 07:04PM",ece477,101374,74.81833F,77.43%,709
"March 11, 2021 at 07:04PM",ece477,101375,74.85034F,77.44%,706
"March 11, 2021 at 07:04PM",ece477,101376,74.88235F,77.53%,703
"March 11, 2021 at 07:04PM",ece477,101377,74.85034F,77.54%,702
"March 11, 2021 at 07:04PM",ece477,101378,74.81833F,77.50%,701
"March 11, 2021 at 07:04PM",ece477,101379,74.78631F,77.73%,703
"March 11, 2021 at 07:04PM",ece477,101380,74.88235F,77.62%,706
"March 11, 2021 at 07:04PM",ece477,101381,74.81833F,77.56%,709
"March 11, 2021 at 07:04PM",ece477,101382,74.78631F,77.64%,705
"March 11, 2021 at 07:05PM",ece477,101383,74.81833F,77.74%,697
"March 11, 2021 at 07:05PM",ece477,101384,74.81833F,77.62%,698
"March 11, 2021 at 07:05PM",ece477,101385,74.81833F,77.69%,708
"March 11, 2021 at 07:05PM",ece477,101386,74.88235F,77.68%,706
"March 11, 2021 at 07:05PM",ece477,101387,74.85034F,77.71%,709
"March 11, 2021 at 07:05PM",ece477,101388,74.88235F,77.70%,699
"March 11, 2021 at 07:05PM",ece477,101389,74.85034F,77.73%,705
"March 11, 2021 at 07:05PM",ece477,101390,74.91436F,77.73%,705
"March 11, 2021 at 07:05PM",ece477,101391,74.91436F,77.88%,704
"March 11, 2021 at 07:06PM",ece477,101392,74.91436F,77.91%,704
"March 11, 2021 at 07:06PM",ece477,101393,74.75431F,77.81%,698
"March 11, 2021 at 07:06PM",ece477,101394,74.85034F,77.90%,693
"March 11, 2021 at 07:06PM",ece477,101395,74.75431F,77.57%,705
"March 11, 2021 at 07:06PM",ece477,101396,74.7223F,77.85%,700
"March 11, 2021 at 07:06PM",ece477,101397,74.81833F,77.73%,697
"March 11, 2021 at 07:06PM",ece477,101398,74.69028F,77.65%,699
"March 11, 2021 at 07:06PM",ece477,101399,74.75431F,77.66%,699
"March 11, 2021 at 07:06PM",ece477,101400,74.7223F,77.71%,695
"March 11, 2021 at 07:06PM",ece477,101401,74.7223F,77.73%,698
"March 11, 2021 at 07:06PM",ece477,101402,74.75431F,77.77%,703
"March 11, 2021 at 07:07PM",ece477,101403,74.75431F,77.88%,703
"March 11, 2021 at 07:07PM",ece477,101404,74.78631F,77.70%,702
"March 11, 2021 at 07:07PM",ece477,101405,74.75431F,77.79%,704
"March 11, 2021 at 07:07PM",ece477,101406,74.75431F,77.78%,704
"March 11, 2021 at 07:07PM",ece477,101407,74.69028F,77.72%,702
"March 11, 2021 at 07:07PM",ece477,101408,74.69028F,77.77%,705
"March 11, 2021 at 07:07PM",ece477,101409,74.69028F,77.79%,704
"March 11, 2021 at 07:07PM",ece477,101410,74.7223F,77.77%,702
"March 11, 2021 at 07:08PM",ece477,101412,74.7223F,78.01%,703
"March 11, 2021 at 07:08PM",ece477,101413,74.7223F,78.09%,702
"March 11, 2021 at 07:08PM",ece477,101414,74.78631F,77.96%,697
"March 11, 2021 at 07:08PM",ece477,101415,74.75431F,77.95%,701
"March 11, 2021 at 07:08PM",ece477,101416,74.75431F,77.96%,708
"March 11, 2021 at 07:08PM",ece477,101417,74.75431F,78.06%,701
"March 11, 2021 at 07:08PM",ece477,101418,74.7223F,78.01%,704
"March 11, 2021 at 07:08PM",ece477,101419,74.75431F,78.08%,705
"March 11, 2021 at 07:09PM",ece477,101420,74.78631F,78.15%,703
"March 11, 2021 at 07:09PM",ece477,101421,74.81833F,78.16%,704
"March 11, 2021 at 07:09PM",ece477,101422,74.78631F,78.12%,704
"March 11, 2021 at 07:09PM",ece477,101423,74.75431F,78.23%,709
"March 11, 2021 at 07:09PM",ece477,101424,74.7223F,78.17%,707
"March 11, 2021 at 07:09PM",ece477,101425,74.81833F,78.25%,704
"March 11, 2021 at 07:09PM",ece477,101426,74.81833F,78.18%,687
"March 11, 2021 at 07:09PM",ece477,101427,74.78631F,78.11%,713
"March 11, 2021 at 07:09PM",ece477,101428,74.78631F,78.12%,704
"March 11, 2021 at 07:09PM",ece477,101429,74.75431F,78.17%,702
"March 11, 2021 at 07:09PM",ece477,101430,74.81833F,78.29%,705
"March 11, 2021 at 07:09PM",ece477,101431,74.81833F,78.40%,701
"March 11, 2021 at 07:09PM",ece477,101432,74.81833F,78.25%,707
"March 11, 2021 at 07:10PM",ece477,101433,74.85034F,78.24%,705
"March 11, 2021 at 07:10PM",ece477,101434,74.78631F,78.27%,709
"March 11, 2021 at 07:10PM",ece477,101435,74.81833F,78.37%,708
"March 11, 2021 at 07:10PM",ece477,101436,74.75431F,78.38%,707
"March 11, 2021 at 07:10PM",ece477,101437,74.78631F,78.42%,693
"March 11, 2021 at 07:10PM",ece477,101438,74.81833F,78.40%,706
"March 11, 2021 at 07:10PM",ece477,101439,74.81833F,78.33%,712
"March 11, 2021 at 07:10PM",ece477,101440,74.85034F,78.43%,711
"March 11, 2021 at 07:10PM",ece477,101441,74.85034F,78.22%,703
"March 11, 2021 at 07:11PM",ece477,101442,74.81833F,78.41%,706
"March 11, 2021 at 07:11PM",ece477,101443,74.81833F,78.49%,706
"March 11, 2021 at 07:11PM",ece477,101444,74.81833F,78.45%,707
"March 11, 2021 at 07:11PM",ece477,101445,74.81833F,78.37%,705
"March 11, 2021 at 07:11PM",ece477,101446,74.78631F,78.32%,714
"March 11, 2021 at 07:11PM",ece477,101447,74.85034F,78.47%,715
"March 11, 2021 at 07:11PM",ece477,101448,74.78631F,78.50%,710
"March 11, 2021 at 07:11PM",ece477,101449,74.81833F,78.47%,714
"March 11, 2021 at 07:11PM",ece477,101450,74.78631F,78.45%,713
"March 11, 2021 at 07:11PM",ece477,101451,74.81833F,78.49%,713
"March 11, 2021 at 07:11PM",ece477,101452,74.88235F,78.49%,711
"March 11, 2021 at 07:12PM",ece477,101453,74.78631F,78.53%,711
"March 11, 2021 at 07:12PM",ece477,101454,74.81833F,78.51%,718
"March 11, 2021 at 07:12PM",ece477,101455,74.81833F,78.62%,714
"March 11, 2021 at 07:12PM",ece477,101456,74.85034F,78.63%,704
"March 11, 2021 at 07:12PM",ece477,101457,74.81833F,78.64%,710
"March 11, 2021 at 07:12PM",ece477,101458,74.78631F,78.56%,718
"March 11, 2021 at 07:12PM",ece477,101459,74.85034F,78.59%,709
"March 11, 2021 at 07:12PM",ece477,101460,74.78631F,78.58%,710
"March 11, 2021 at 07:12PM",ece477,101461,74.78631F,78.62%,709
"March 11, 2021 at 07:12PM",ece477,101462,74.78631F,78.58%,701
"March 11, 2021 at 07:13PM",ece477,101463,74.78631F,78.64%,709
"March 11, 2021 at 07:13PM",ece477,101464,74.81833F,78.72%,710
"March 11, 2021 at 07:13PM",ece477,101465,74.78631F,78.71%,711
"March 11, 2021 at 07:13PM",ece477,101466,74.81833F,78.78%,705
"March 11, 2021 at 07:13PM",ece477,101467,74.88235F,78.61%,706
"March 11, 2021 at 07:13PM",ece477,101468,74.78631F,78.87%,708
"March 11, 2021 at 07:13PM",ece477,101469,74.78631F,78.78%,709
"March 11, 2021 at 07:13PM",ece477,101470,74.78631F,78.66%,694
"March 11, 2021 at 07:13PM",ece477,101471,74.7223F,78.55%,702
"March 11, 2021 at 07:13PM",ece477,101472,74.78631F,78.74%,714
